DateTime,Entries,UniqueIPs
1532237057,4519,4616
1532238965,4518,4615
1532242823,4508,4605
1532244739,4495,4592
1532246678,4487,4584
1532248583,4487,4584
1532250513,4492,4589
1532252415,4501,4598
1532254336,4497,4593
1532256257,4479,4575
1532258192,4465,4561
1532260113,4480,4576
1532262036,4474,4570
1532263950,4487,4583
1532267791,4463,4558
1532269935,4457,4552
1532272103,4455,4550
1532274010,4464,4560
1532276184,4477,4573
1532280973,4462,4556
1532282898,4452,4546
1532284823,4459,4553
1532286980,4473,4567
1532288908,4480,4575
1532290828,4496,4591
1532292736,4508,4604
1532294653,4514,4609
1532296570,4503,4596
1532298507,4506,4598
1532300429,4496,4588
1532302607,4488,4580
1532304522,4487,4579
1532306420,4495,4587
1532308354,4493,4585
1532310262,4498,4590
1532312194,4496,4588
1532314111,4499,4591
1532316018,4505,4597
1532317953,4506,4598
1532319864,4498,4588
1532321789,4491,4580
1532323689,4483,4572
1532327538,4442,4530
1532329477,4426,4514
1532331387,4420,4510
1532333307,4416,4506
1532335209,4414,4504
1532337143,4413,4503
1532339061,4416,4506
1532341734,4415,4505
1532343627,4403,4493
1532347463,4394,4485
1532349375,4382,4471
1532351294,4387,4475
1532353228,4382,4470
1532355148,4377,4466
1532357058,4384,4474
1532358988,4385,4476
1532360896,4386,4478
1532363781,4374,4466
1532365718,4393,4485
1532367609,4388,4480
1532369783,4391,4483
1532371942,4394,4486
1532373867,4423,4515
1532375777,4425,4519
1532377687,4446,4540
1532380123,4450,4544
1532382015,4452,4546
1532383957,4457,4552
1532385858,4460,4555
1532387778,4476,4571
1532389702,4489,4584
1532391619,4508,4603
1532393531,4515,4609
1532395485,4526,4620
1532397370,4538,4632
1532399312,4524,4618
1532401224,4531,4625
1532403140,4532,4624
1532405055,4527,4619
1532406993,4531,4623
1532408912,4544,4636
1532410815,4551,4643
1532412747,4552,4643
1532414653,4564,4655
1532416814,4554,4643
1532418753,4546,4634
1532420658,4554,4642
1532422851,4535,4624
1532424734,4545,4634
1532426670,4553,4642
1532428569,4556,4646
1532432409,4540,4630
1532434360,4555,4645
1532436250,4578,4668
1532438185,4580,4670
1532440108,4583,4674
1532442258,4589,4680
1532444168,4588,4679
1532446097,4585,4676
1532448032,4591,4683
1532449957,4582,4674
1532451857,4589,4681
1532453784,4591,4683
1532455704,4590,4683
1532457613,4595,4688
1532459547,4587,4679
1532461710,4580,4672
1532463607,4583,4675
1532465556,4570,4662
1532467452,4582,4674
1532469382,4566,4658
1532471288,4569,4661
1532473259,4544,4634
1532475142,4553,4644
1532477074,4541,4634
1532478968,4557,4650
1532480915,4567,4660
1532482824,4575,4668
1532484741,4574,4667
1532486661,4558,4649
1532488579,4569,4662
1532490493,4576,4669
1532492421,4555,4648
1532494351,4544,4637
1532496257,4561,4654
1532500427,4500,4592
1532502253,4500,4594
1532504175,4498,4592
1532506100,4498,4591
1532508032,4502,4595
1532509938,4495,4588
1532511864,4496,4589
1532513778,4493,4586
1532515710,4502,4595
1532517613,4502,4595
1532519574,4515,4608
1532521454,4535,4630
1532523387,4540,4634
1532525289,4563,4658
1532529148,4571,4668
1532531305,4576,4673
1532533223,4575,4672
1532535385,4569,4666
1532537291,4573,4670
1532539214,4593,4690
1532541137,4589,4686
1532543068,4588,4685
1532544967,4575,4672
1532547645,4575,4672
1532549784,4589,4686
1532553614,4606,4705
1532555532,4613,4712
1532557466,4621,4721
1532561312,4626,4727
1532563233,4636,4737
1532565147,4632,4733
1532567061,4634,4735
1532568991,4633,4734
1532570912,4633,4734
1532572816,4633,4734
1532574744,4640,4741
1532576656,4651,4752
1532578585,4652,4753
1532580493,4655,4756
1532586258,4598,4700
1532588185,4608,4711
1532590094,4605,4709
1532592041,4598,4702
1532593956,4588,4692
1532596120,4580,4683
1532598012,4575,4678
1532599944,4577,4680
1532601859,4582,4686
1532603795,4580,4684
1532605696,4590,4694
1532607640,4585,4689
1532609542,4576,4680
1532611452,4579,4683
1532613379,4556,4660
1532615553,4534,4639
1532621327,4520,4626
1532623227,4514,4620
1532625405,4518,4624
1532627309,4527,4633
1532629217,4527,4632
1532631388,4534,4640
1532634043,4528,4633
1532635935,4538,4644
1532637869,4534,4640
1532639788,4543,4649
1532641707,4551,4657
1532643606,4550,4656
1532646772,4547,4654
1532648668,4558,4664
1532654419,4564,4670
1532658259,4559,4666
1532660170,4559,4666
1532662114,4575,4682
1532664038,4579,4686
1532665958,4587,4694
1532667864,4590,4697
1532669799,4593,4699
1532671702,4601,4707
1532673879,4603,4709
1532675777,4590,4696
1532677961,4550,4656
1532679866,4544,4650
1532685870,4501,4607
1532687769,4506,4612
1532689717,4506,4612
1532691618,4487,4593
1532693561,4467,4571
1532695459,4461,4565
1532697382,4460,4562
1532699304,4457,4559
1532701303,4465,4566
1532703153,4469,4573
1532705057,4478,4582
1532708898,4478,4582
1532710857,4491,4595
1532712745,4494,4599
1532714661,4497,4602
1532716584,4498,4603
1532718502,4499,4604
1532722353,4480,4586
1532726176,4458,4563
1532728105,4456,4561
1532731982,4434,4533
1532740104,4413,4511
1532742019,4421,4519
1532743958,4423,4521
1532745855,4424,4522
1532747782,4430,4529
1532749694,4416,4515
1532751646,4425,4524
1532755453,4418,4518
1532757385,4428,4530
1532765072,4390,4491
1532766992,4384,4485
1532773497,4373,4474
1532775369,4370,4471
1532777304,4342,4443
1532781146,4294,4394
1532783057,4288,4388
1532786892,4264,4364
1532790738,4250,4350
1532794572,4245,4345
1532796491,4249,4349
1532798415,4260,4360
1532804184,4239,4339
1532806156,4239,4339
1532808058,4237,4337
1532809992,4239,4340
1532811909,4234,4335
1532813800,4230,4330
1532817648,4203,4302
1532819586,4206,4305
1532821464,4217,4317
1532826536,4208,4308
1532828437,4214,4314
1532830387,4212,4312
1532833280,4202,4302
1532835140,4191,4292
1532840898,4168,4268
1532843056,4181,4281
1532844986,4181,4281
1532846890,4205,4306
1532848809,4204,4305
1532852649,4203,4304
1532856487,4184,4284
1532860334,4174,4274
1532862260,4174,4274
1532864169,4170,4270
1532866094,4159,4259
1532868009,4147,4247
1532869934,4161,4261
1532871860,4179,4279
1532875932,4175,4275
1532877853,4183,4283
1532879779,4172,4271
1532881689,4176,4275
1532885536,4195,4294
1532887461,4180,4278
1532893217,4146,4244
1532896367,4115,4212
1532898266,4117,4214
1532902102,4093,4189
1532905940,4081,4177
1532907863,4089,4185
1532910141,4082,4177
1532912166,4070,4165
1532916029,4057,4150
1532917938,4055,4148
1532919864,4060,4153
1532923693,4054,4146
1532925617,4063,4155
1532929454,4044,4136
1532931377,4064,4157
1532933291,4075,4167
1532937131,4053,4144
1532939074,4044,4135
1532940982,4048,4138
1532942888,4046,4136
1532944827,4044,4134
1532946737,4046,4137
1532948661,4048,4139
1532950582,4056,4148
1532952496,4050,4142
1532954410,4046,4139
1532956335,4041,4134
1532958266,4063,4156
1532960182,4064,4157
1532962093,4061,4154
1532964011,4063,4156
1532965933,4063,4157
1532967854,4076,4173
1532971693,4079,4178
1532973628,4068,4167
1532977458,4047,4146
1532979374,4024,4122
1532981295,4019,4117
1532983244,3998,4097
1532985138,3995,4094
1532990898,3963,4062
1532992837,3952,4052
1532994752,3943,4044
1532996664,3937,4039
1533000491,3920,4022
1533002477,3910,4012
1533006265,3893,3995
1533008185,3885,3987
1533013957,3869,3971
1533015856,3857,3958
1533017793,3852,3953
1533019697,3858,3959
1533021619,3857,3957
1533023569,3854,3956
1533025471,3862,3963
1533027383,3872,3973
1533029296,3867,3968
1533031239,3866,3967
1533033401,3851,3952
1533035298,3859,3960
1533037229,3871,3972
1533042993,3827,3925
1533044915,3828,3925
1533046810,3846,3943
1533048995,3839,3937
1533050894,3870,3968
1533053082,3859,3957
1533055231,3866,3964
1533060036,3852,3950
1533061935,3853,3951
1533064113,3847,3945
1533066012,3850,3950
1533067941,3849,3949
1533069858,3866,3966
1533072022,3880,3980
1533073928,3880,3980
1533075859,3895,3994
1533079948,3875,3974
1533081855,3893,3992
1533083785,3881,3980
1533085704,3896,3995
1533087616,3885,3984
1533089550,3891,3990
1533091465,3906,4005
1533093380,3910,4008
1533095296,3907,4005
1533097207,3923,4021
1533099149,3929,4025
1533101052,3953,4049
1533102990,3953,4048
1533106832,3955,4050
1533108750,3959,4054
1533110667,3975,4070
1533112569,3981,4076
1533114505,3991,4085
1533116414,3990,4084
1533118343,3989,4083
1533120495,3993,4086
1533122415,3980,4072
1533124861,3972,4065
1533126744,3958,4050
1533128675,3953,4046
1533130569,3934,4026
1533132494,3940,4032
1533134409,3929,4021
1533138249,3929,4021
1533140431,3940,4032
1533142329,3938,4030
1533146168,3917,4010
1533148087,3922,4013
1533150010,3925,4016
1533151956,3943,4034
1533153857,3941,4032
1533155780,3937,4028
1533159621,3925,4016
1533161540,3918,4007
1533163458,3913,4002
1533167295,3898,3984
1533169226,3900,3986
1533171155,3900,3986
1533173063,3907,3992
1533174983,3906,3991
1533176888,3914,3999
1533178832,3928,4013
1533180745,3922,4007
1533182665,3906,3991
1533184569,3897,3982
1533186513,3893,3978
1533188427,3903,3988
1533190338,3920,4005
1533192266,3912,3997
1533196109,3886,3972
1533201864,3868,3952
1533203771,3878,3962
1533205692,3876,3960
1533207638,3878,3962
1533209531,3874,3958
1533211711,3860,3943
1533213625,3853,3936
1533215530,3850,3933
1533219624,3844,3924
1533221534,3848,3928
1533223452,3858,3941
1533225369,3868,3951
1533227285,3875,3958
1533229212,3878,3961
1533231145,3855,3938
1533233313,3839,3922
1533237137,3822,3905
1533239065,3830,3914
1533240973,3826,3910
1533242897,3823,3907
1533244816,3822,3904
1533246734,3810,3892
1533250580,3812,3894
1533253720,3790,3871
1533255612,3802,3884
1533257571,3809,3892
1533259452,3813,3896
1533261381,3816,3899
1533263290,3820,3904
1533265237,3817,3901
1533267146,3806,3890
1533269062,3813,3897
1533270980,3810,3894
1533272897,3815,3899
1533274808,3808,3892
1533276753,3813,3897
1533280596,3795,3879
1533282490,3814,3898
1533284418,3815,3898
1533286327,3817,3899
1533288261,3827,3909
1533290178,3845,3927
1533292097,3864,3947
1533294017,3881,3965
1533296184,3893,3977
1533298094,3904,3988
1533300015,3915,3999
1533301943,3920,4003
1533303857,3923,4006
1533307706,3920,4003
1533309607,3928,4011
1533313450,3926,4010
1533315627,3917,4000
1533317551,3913,3996
1533319466,3918,4001
1533321386,3923,4006
1533323556,3939,4022
1533325448,3954,4038
1533327385,3948,4031
1533329292,3952,4037
1533331226,3942,4027
1533333131,3934,4018
1533335067,3945,4029
1533336975,3943,4027
1533338907,3953,4037
1533340809,3961,4045
1533342746,3967,4051
1533344674,3991,4076
1533346583,3989,4074
1533348504,3988,4071
1533350414,3982,4064
1533352333,3978,4057
1533354266,3984,4061
1533356170,3996,4073
1533358097,4000,4076
1533360012,4016,4093
1533361955,4010,4088
1533363852,4017,4094
1533367686,4037,4114
1533369636,4053,4130
1533371546,4050,4127
1533373467,4059,4137
1533377321,4077,4155
